ID,ORGANIZATION_ID,CREATED_AT,TITLE,SOURCE_TYPE_ID,IS_ARCHIVED
ef551306-6df8-4cd9-a838-d28bff324331,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-05-04 17:33:14.663 Z,LinkedIn,67793c21-aea4-4d61-bcd3-aa4fa5553f42,false
6adb3d2a-e970-422d-8d76-ddf2b23be9bd,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-02-25 02:49:51.618 Z,XoraSoft,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
201c89ef-99ca-46fd-874b-84acde4ebdf1,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-03-31 19:01:37.144 Z,AngelList,67793c21-aea4-4d61-bcd3-aa4fa5553f42,false
0ad92da1-dceb-4fe7-9901-0c9f0ae73b20,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-10-14 23:57:19.663 Z,LinkedIn Limited Listings,e9631387-ae4e-425e-8f99-04493e86cd60,false
88159cf7-6385-4c35-8354-a25faa03c6a2,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-04 22:53:36.859 Z,AngelList,e9631387-ae4e-425e-8f99-04493e86cd60,false
9475c25b-68aa-4fc7-b767-cab3f7d0bb51,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-14 15:33:54.519 Z,cryptocurrencyjobs,e9631387-ae4e-425e-8f99-04493e86cd60,false
c76cb4ad-c29a-4a3b-9406-7c9619227132,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-04 22:16:23.512 Z,KDR Recruitment,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,false
3979b37c-b398-40f8-ac93-7962f0bfd9f7,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-09-28 17:21:44.672 Z,Internal Transfer,3305530e-10d8-4a9c-9c53-b55ad5125306,false
988079cf-f425-4e38-99a6-2c237c0566a9,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-09-28 17:21:44.634 Z,Referral,ecde80e1-61de-430c-b310-da012073a230,false
fffb31c6-bddc-45e8-85aa-d340202b50bf,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-01-28 23:06:15.028 Z,SweatEquity,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
ddeeb7a2-3b7f-432b-8b58-7365690a8e33,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-02-23 18:40:48.360 Z,Paretisa,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,false
96788d3a-3584-4264-bb12-c5c21109d099,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-09-28 17:21:44.654 Z,Ashby Chrome Extension,f277ae41-9e47-4644-8596-b8f01ef31a40,false
a85fcc62-7b8f-4bf9-acc9-d60c1964d99e,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-04 22:48:49.497 Z,LinkedIn Paid Ad,e9631387-ae4e-425e-8f99-04493e86cd60,false
1a258bfc-f81e-48ba-87d1-6c0bd29609a7,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-30 20:42:35.700 Z,Indeed Listings,e9631387-ae4e-425e-8f99-04493e86cd60,false
774a6da5-d3b4-4bb3-bc78-9f4faa3564ca,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-04 22:28:03.138 Z,SawTooth Talent,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,false
e16e4b39-09b3-478f-a04d-381bd6bdb75b,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-07-21 18:02:26.934 Z,BLVD Recruiting ,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,false
bc2dffe2-62d9-47f1-bf2d-ae98571057f3,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-01-28 15:46:32.691 Z,HamlynWilliams,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
0edca2ac-964e-45f2-bbe4-1d52e54cd64c,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-02-02 14:30:42.200 Z,MJ Boyd,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
25224986-3da5-4469-96bc-5a6ba03d9298,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-02-25 22:44:37.437 Z,Maven,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
512b25b2-80b1-4527-8cab-fbf9913dfc88,79a81a50-3045-47b6-84ae-8cd2d981845e,2021-11-04 22:24:44.174 Z,GreenSpark Talent,ba0abfdc-94f7-4a34-aa25-0615dbc583fd,true
d60f82be-e8c8-4b1c-809c-c2f1cbb09e90,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-03-29 00:23:51.295 Z,Interseller,f277ae41-9e47-4644-8596-b8f01ef31a40,true
995f50e6-cbad-48a3-b384-eda0bfcc203d,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-10-25 21:59:51.251 Z,Built In Listings,e9631387-ae4e-425e-8f99-04493e86cd60,false
a5e19b3f-baf5-4bc2-9f67-107ca9890cf9,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-04-12 23:40:40.441 Z,Built In Listings,16e161ec-7861-40be-a48d-c3232e307a1f,false
c14cff9f-21e3-4f67-b6c1-f23930f8399f,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-04-12 23:40:40.405 Z,ZipRecruiter Organic Postings,16e161ec-7861-40be-a48d-c3232e307a1f,false
ce70e18a-2efd-4cac-92da-6a3393176877,79a81a50-3045-47b6-84ae-8cd2d981845e,2023-03-29 17:54:16.566 Z,Welcome to the Jungle,e9631387-ae4e-425e-8f99-04493e86cd60,false
e6127054-3ffd-445e-bf58-3ecd2f63779e,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-04-25 19:01:53.191 Z,Sourcing Form,3cd99dd2-a821-4c37-9cf6-f64d001c4304,false
85f858e9-84fd-4ced-86c5-e3960b8b50e4,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-06-01 12:49:38.922 Z,breakoutlist,67793c21-aea4-4d61-bcd3-aa4fa5553f42,false
914d3c32-81b0-4e74-9a79-1ba12d1cbb5a,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-05-30 23:43:27.997 Z,ZipRecruiter Organic Postings,e9631387-ae4e-425e-8f99-04493e86cd60,false
117267e0-eac7-472d-8c48-cf52c3e53dc3,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-05-30 23:44:18.046 Z,Triplebyte,f277ae41-9e47-4644-8596-b8f01ef31a40,false
4e836645-07dd-4144-b35d-effbafa9078d,79a81a50-3045-47b6-84ae-8cd2d981845e,2024-04-25 19:02:21.687 Z,Sourcing Form,f277ae41-9e47-4644-8596-b8f01ef31a40,false
dceb9d5b-3442-4695-894e-c3963a052c23,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-09-02 10:50:02.697 Z,A16Z,243ac7e2-49cf-40ca-b7b0-12c4514f9181,false
6bf07375-36f0-4f5d-8e03-df3feb45edf2,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-01-08 13:44:13.223 Z,Soups,f277ae41-9e47-4644-8596-b8f01ef31a40,true
7ec2c7c9-476c-46d8-9e19-4577729b9c0b,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-09-02 10:49:54.024 Z,TheGP,243ac7e2-49cf-40ca-b7b0-12c4514f9181,false
0e98aa67-e146-4eb4-bb40-4bcabe0b1c74,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-09-02 10:48:41.241 Z,Outbound,f277ae41-9e47-4644-8596-b8f01ef31a40,false
5ab125e8-bc3e-4587-a023-4703ac480b06,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-02-06 23:55:54.982 Z,DoubleBit,f1e10f79-570c-4a51-bb91-de1d05c81e31,false
a3c12421-1d8d-4180-9454-84481c870a9b,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-04-26 12:59:32.667 Z,A16Z,ecde80e1-61de-430c-b310-da012073a230,false
01c8609b-ca8a-45d2-94f8-c56045616694,79a81a50-3045-47b6-84ae-8cd2d981845e,2023-07-20 16:03:13.603 Z,Roots,f277ae41-9e47-4644-8596-b8f01ef31a40,false
339bc87f-80e1-42b3-b939-4e034182b998,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-07-11 20:40:51.652 Z,Industry,243ac7e2-49cf-40ca-b7b0-12c4514f9181,false
4d44719e-3727-4c70-9489-c2954bf4c208,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-02-06 23:55:54.982 Z,Internal Transfer,5005c0da-e470-4d5d-af97-f8eecbd713c0,false
91597d6b-8885-473e-8f4b-59c04b6a09bd,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-02-06 23:55:54.982 Z,Referral,8c773717-d56f-4993-b231-ebcff9843247,false
b77fc748-68c1-42e9-a2d9-0e5d7034311c,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-02-06 23:55:54.982 Z,Ashby Chrome Extension,3cd99dd2-a821-4c37-9cf6-f64d001c4304,false
f410eb04-ef9c-4d3b-8ed0-3a2f7d5ba8ef,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-02-06 23:55:54.982 Z,Applied,16e161ec-7861-40be-a48d-c3232e307a1f,false
3e4b2ea1-59c2-4114-b90a-40728e9e0003,79a81a50-3045-47b6-84ae-8cd2d981845e,2022-10-12 14:21:29.519 Z,AngelList Talent,e9631387-ae4e-425e-8f99-04493e86cd60,false
af35c754-56d4-4f2a-9cb8-785f0489d62c,79a81a50-3045-47b6-84ae-8cd2d981845e,2024-07-17 17:42:10.879 Z,Public Booking Link,f277ae41-9e47-4644-8596-b8f01ef31a40,false
7a5d09c8-acb0-41f1-8e0d-8e76284bd003,c0fc7bfc-5ffa-4fce-b3d8-d7d3067c3935,2024-07-17 17:41:46.211 Z,Public Booking Link,3cd99dd2-a821-4c37-9cf6-f64d001c4304,false
b8dc84a0-abaa-403b-a79c-d89af8964cce,79a81a50-3045-47b6-84ae-8cd2d981845e,2024-06-04 13:38:55.406 Z,Otta,e9631387-ae4e-425e-8f99-04493e86cd60,false
